compound,hydrogen_production_rate,hydrogen_production_rate_uom,bandgap_energy,bandgap_energy_uom,incident_light_cut_off,incident_light_cut_off_uom,particle_size,particle_size_uom,radiation_source_intensity,radiation_source_intensity_uom,specific_surface_area,specific_surface_area_uom,catalyst_amount,catalyst_amount_uom,co_catalyst,co_catalyst_type,reaction_type,reaction_solution,reaction_solution_concentration,carbon_source,sacrificial_agent,sacrificial_agent_source,preparation_method,calcination_temperature,calcination_temperature_uom,calcination_time,calcination_time_uom,doi_reference,Sr,Ti,O,La,Ni,Cu,K,Na,Ta,N,Ba,Fe,Nb,Bi,Br,Cd,S,H,Pb,Sn,Ag,Ca,Cr,Mn,Au,Pd,Pt,B,Mo,C,Pr,Y,Eu,Mg,Tb,In,Ru,Co,Li,Nd,Sm,Gd,Cs,W,Zr,Hf,Ce,V,P,Rh,Yb,Cl,Zn
BaTi0.98Mo0.02O3,63.0,𝜇mol.g-1.h-1,2.2,eV,400,nm,500.0,nm,300.0,W,,m2.g-1,0.2,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(5 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1150.0,°C,5.0,h,https://doi.org/10.1016/j.ijhydene.2019.03.145,0.0,0.98,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BaTi0.97Mo0.03O3,41.0,𝜇mol.g-1.h-1,2.6,eV,400,nm,500.0,nm,300.0,W,,m2.g-1,0.2,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(5 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1150.0,°C,5.0,h,https://doi.org/10.1016/j.ijhydene.2019.03.145,0.0,0.97,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FeTiO3,192.21,𝜇mol.g-1.h-1,2.42,eV,400,nm,50.0,nm,300.0,W,,m2.g-1,0.02,g,false,-,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Ultrasonic sol–gel,750.0,°C,4.0,h,https://doi.org/10.1016/j.jallcom.2024.175382,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FeTiO3C,316.22,𝜇mol.g-1.h-1,2.36,eV,400,nm,50.0,nm,300.0,W,,m2.g-1,0.02,g,false,-,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Ultrasonic sol–gel,750.0,°C,4.0,h,https://doi.org/10.1016/j.jallcom.2024.175382,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FeTiO3C,378.22,𝜇mol.g-1.h-1,2.32,eV,400,nm,50.0,nm,300.0,W,,m2.g-1,0.02,g,false,-,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Ultrasonic sol–gel,750.0,°C,4.0,h,https://doi.org/10.1016/j.jallcom.2024.175382,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FeTiO3C,415.43,𝜇mol.g-1.h-1,2.26,eV,400,nm,50.0,nm,300.0,W,,m2.g-1,0.02,g,false,-,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Ultrasonic sol–gel,750.0,°C,4.0,h,https://doi.org/10.1016/j.jallcom.2024.175382,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FeTiO3C,396.83,𝜇mol.g-1.h-1,2.22,eV,400,nm,50.0,nm,300.0,W,,m2.g-1,0.02,g,false,-,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Ultrasonic sol–gel,750.0,°C,4.0,h,https://doi.org/10.1016/j.jallcom.2024.175382,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMnO3,300.74,𝜇mol.g-1.h-1,2.64,eV,400,nm,200.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Electrospinning,800.0,°C,3.0,h,https://doi.org/10.1016/j.mssp.2023.107697,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMn0.98Fe0.02O3,494.42,𝜇mol.g-1.h-1,2.64,eV,400,nm,200.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Electrospinning,800.0,°C,3.0,h,https://doi.org/10.1016/j.mssp.2023.107697,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMn0.96Fe0.04O3,767.71,𝜇mol.g-1.h-1,2.64,eV,400,nm,200.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Electrospinning,800.0,°C,3.0,h,https://doi.org/10.1016/j.mssp.2023.107697,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMn0.95Fe0.05O3,425.27,𝜇mol.g-1.h-1,2.64,eV,400,nm,200.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Electrospinning,800.0,°C,3.0,h,https://doi.org/10.1016/j.mssp.2023.107697,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMn0.94Fe0.06O3,581.73,𝜇mol.g-1.h-1,2.64,eV,400,nm,200.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Electrospinning,800.0,°C,3.0,h,https://doi.org/10.1016/j.mssp.2023.107697,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMn0.92Fe0.08O3,385.68,𝜇mol.g-1.h-1,2.64,eV,400,nm,200.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,Electrospinning,800.0,°C,3.0,h,https://doi.org/10.1016/j.mssp.2023.107697,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K1NbO3BiNi0.5Ti0.5O3,7842.0,𝜇mol.g-1.h-1,3.31,eV,400,nm,160.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(7 : 3 v/v),CH3OH,True,CH3OH,Electrospinning,650.0,°C,4.0,h,https://doi.org/10.1016/j.apsusc.2021.151359,0.0,0.5,6.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K0.995NbO2.995BiNi0.5Ti0.5O3,7434.0,𝜇mol.g-1.h-1,3.3,eV,420,nm,160.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(7 : 3 v/v),CH3OH,True,CH3OH,Electrospinning,650.0,°C,4.0,h,https://doi.org/10.1016/j.apsusc.2021.151359,0.0,0.5,5.995,0.0,0.5,0.0,0.995,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K0.99NbO2.99BiNi0.5Ti0.5O3,7002.0,𝜇mol.g-1.h-1,3.23,eV,420,nm,160.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(7 : 3 v/v),CH3OH,True,CH3OH,Electrospinning,650.0,°C,4.0,h,https://doi.org/10.1016/j.apsusc.2021.151359,0.0,0.5,5.99,0.0,0.5,0.0,0.99,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K0.98NbO0.98bBiNi0.5Ti0.5O3,4945.0,𝜇mol.g-1.h-1,3.22,eV,420,nm,160.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(7 : 3 v/v),CH3OH,True,CH3OH,Electrospinning,650.0,°C,4.0,h,https://doi.org/10.1016/j.apsusc.2021.151359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K0.97Nb0.97BiNi0.5Ti0.5O3,2781.0,𝜇mol.g-1.h-1,3.21,eV,420,nm,160.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(7 : 3 v/v),CH3OH,True,CH3OH,Electrospinning,650.0,°C,4.0,h,https://doi.org/10.1016/j.apsusc.2021.151359,0.0,0.5,3.0,0.0,0.5,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K0.95Nb0.95BiNi0.5Ti0.5O3,1225.0,𝜇mol.g-1.h-1,3.18,eV,420,nm,160.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(7 : 3 v/v),CH3OH,True,CH3OH,Electrospinning,650.0,°C,4.0,h,https://doi.org/10.1016/j.apsusc.2021.151359,0.0,0.5,3.0,0.0,0.5,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ba5Ta4O15-Ba3Ta5O15-BaTa2O6,5900.0,𝜇mol.g-1.h-1,4.3,eV,400,nm,70.0,nm,500.0,W,2.5,m2.g-1,0.2,g,false,-,photoreform,Water / methanol,(11: 1 v/v),CH3OH,True,CH3OH,Citrate Synthesis,1000.0,°C,10.0,h,http://dx.doi.org/10.1088/2515-7655/abc07a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNbO3,0.0,𝜇mol.g-1.h-1,3.4,eV,420,nm,101.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(7 : 3 v/v),CH3OH,True,CH3OH,Pechini sol-gel-based electrospinnig,650.0,°C,4.0,h,https://doi.org/10.1021/acs.jpcc.1c10127,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K0.95Na0.05NbO3,33.0,𝜇mol.g-1.h-1,3.42,eV,420,nm,103.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(7 : 3 v/v),CH3OH,True,CH3OH,Pechini sol-gel-based electrospinnig,650.0,°C,4.0,h,https://doi.org/10.1021/acs.jpcc.1c10127,0.0,0.0,3.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K0.9Na0.1NbO3,7718.0,𝜇mol.g-1.h-1,3.42,eV,420,nm,103.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(7 : 3 v/v),CH3OH,True,CH3OH,Pechini sol-gel-based electrospinnig,650.0,°C,4.0,h,https://doi.org/10.1021/acs.jpcc.1c10127,0.0,0.0,3.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K0.7Na0.3NbO3,9304.0,𝜇mol.g-1.h-1,3.37,eV,420,nm,103.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(7 : 3 v/v),CH3OH,True,CH3OH,Pechini sol-gel-based electrospinnig,650.0,°C,4.0,h,https://doi.org/10.1021/acs.jpcc.1c10127,0.0,0.0,3.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K0.5Na0.5NbO3,11506.0,𝜇mol.g-1.h-1,3.27,eV,420,nm,103.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(7 : 3 v/v),CH3OH,True,CH3OH,Pechini sol-gel-based electrospinnig,650.0,°C,4.0,h,https://doi.org/10.1021/acs.jpcc.1c10127,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K0.3Na0.7NbO3,9355.0,𝜇mol.g-1.h-1,3.44,eV,420,nm,103.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(7 : 3 v/v),CH3OH,True,CH3OH,Pechini sol-gel-based electrospinnig,650.0,°C,4.0,h,https://doi.org/10.1021/acs.jpcc.1c10127,0.0,0.0,3.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NaNbO3,8717.0,𝜇mol.g-1.h-1,3.6,eV,420,nm,95.0,nm,300.0,W,,m2.g-1,0.02,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(7 : 3 v/v),CH3OH,True,CH3OH,Pechini sol-gel-based electrospinnig,650.0,°C,4.0,h,https://doi.org/10.1021/acs.jpcc.1c10127,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPb2Nb3O10,55.0,𝜇mol.g-1.h-1,2.58,eV,400,nm,2500.0,nm,300.0,W,,m2.g-1,0.5,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1000.0,°C,48.0,h,https://doi.org/10.1016/j.apcata.2013.09.015,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1.1Pb2Nb2.95Cr0.05O10,110.0,𝜇mol.g-1.h-1,2.43,eV,400,nm,2500.0,nm,300.0,W,,m2.g-1,0.5,g,Pt,H2PtCl6·6H2O,photoreform,Water / methanol,(4 : 1 v/v),CH3OH,True,CH3OH,solid-state reaction,1000.0,°C,49.0,h,https://doi.org/10.1016/j.apcata.2013.09.015,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,1.1,2.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaFeO3,94.8,𝜇mol.g-1.h-1,2.31,eV,400,nm,28.79,nm,350.0,W,,m2.g-1,0.1,g,RhCrOx,Na3RhCl61·2H2O / Cr(NO3)3·9H2O,photoreform,Water / TEOS,(8 : 2 v/v),C8H20O4Si,True,C8H20O4Si,Citric-acid assisted co-precipitation,700.0,°C,6.0,h,https://doi.org/10.3390/catal11050612,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrLaFeO3,127.0,𝜇mol.g-1.h-1,2.0,eV,400,nm,16.04,nm,350.0,W,,m2.g-1,0.1,g,RhCrOx,Na3RhCl61·2H2O / Cr(NO3)3·9H2O,photoreform,Water / TEOS,(8 : 2 v/v),C8H20O4Si,True,C8H20O4Si,Citric-acid assisted co-precipitation,700.0,°C,6.0,h,https://doi.org/10.3390/catal11050612,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YLaFeO3,80.0,𝜇mol.g-1.h-1,2.0,eV,400,nm,15.6,nm,350.0,W,,m2.g-1,0.1,g,RhCrOx,Na3RhCl61·2H2O / Cr(NO3)3·9H2O,photoreform,Water / TEOS,(8 : 2 v/v),C8H20O4Si,True,C8H20O4Si,Citric-acid assisted co-precipitation,700.0,°C,6.0,h,https://doi.org/10.3390/catal11050612,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EuLaFeO3,96.0,𝜇mol.g-1.h-1,2.08,eV,400,nm,19.38,nm,350.0,W,,m2.g-1,0.1,g,RhCrOx,Na3RhCl61·2H2O / Cr(NO3)3·9H2O,photoreform,Water / TEOS,(8 : 2 v/v),C8H20O4Si,True,C8H20O4Si,Citric-acid assisted co-precipitation,700.0,°C,6.0,h,https://doi.org/10.3390/catal11050612,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaLaFeO3,0.0,𝜇mol.g-1.h-1,2.17,eV,400,nm,21.39,nm,350.0,W,,m2.g-1,0.1,g,RhCrOx,Na3RhCl61·2H2O / Cr(NO3)3·9H2O,photoreform,Water / TEOS,(8 : 2 v/v),C8H20O4Si,True,C8H20O4Si,Citric-acid assisted co-precipitation,700.0,°C,6.0,h,https://doi.org/10.3390/catal11050612,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
